Date,Low,Open,Volume,High,Close,Adjusted Close
6-1-82,0.061384,0.061942,47600000,0.061942,0.061384,0.04798197
6-2-82,0.0625,0.0625,32905600,0.063057996,0.0625,0.048854318
6-3-82,0.060268,0.061384,39760000,0.061384,0.060268,0.047109619
6-4-82,0.058594,0.059152,37676800,0.059152,0.058594,0.045801099
6-7-82,0.058594,0.058594,37161600,0.059152,0.058594,0.045801099
6-8-82,0.058036,0.058594,31404800,0.058594,0.058036,0.045364935
6-9-82,0.056919999,0.057477999,33846400,0.057477999,0.056919999,0.044492591
6-10-82,0.057477999,0.057477999,34406400,0.058036,0.057477999,0.044928767
6-11-82,0.05971,0.05971,54633600,0.060268,0.05971,0.046673447
6-14-82,0.05971,0.05971,29993600,0.060268,0.05971,0.046673447
6-15-82,0.05971,0.05971,35212800,0.060268,0.05971,0.046673447
6-16-82,0.05971,0.05971,41731200,0.060268,0.05971,0.046673447
6-17-82,0.058594,0.059152,29164800,0.059152,0.058594,0.045801099
6-18-82,0.057477999,0.058594,19868800,0.058594,0.057477999,0.044928767
6-21-82,0.057477999,0.057477999,28537600,0.058036,0.057477999,0.044928767
6-22-82,0.05971,0.05971,17561600,0.060826,0.05971,0.046673447
6-23-82,0.061384,0.061384,52752000,0.0625,0.061384,0.04798197
6-24-82,0.061384,0.061384,44150400,0.061942,0.061384,0.04798197
6-25-82,0.059152,0.05971,26678400,0.05971,0.059152,0.046237268
6-28-82,0.058594,0.059152,25155200,0.059152,0.058594,0.045801099
6-29-82,0.056919999,0.057477999,35817600,0.057477999,0.056919999,0.044492591
6-30-82,0.056919999,0.056919999,67625600,0.057477999,0.056919999,0.044492591
7-1-82,0.056361999,0.056919999,55731200,0.056919999,0.056361999,0.044056434
7-2-82,0.053571001,0.054129001,58105600,0.054129001,0.053571001,0.041874796
7-6-82,0.051339,0.051897001,87696000,0.051897001,0.051339,0.040130097
7-7-82,0.051339,0.051339,30374400,0.051897001,0.051339,0.040130097
7-8-82,0.049107,0.049665,164326400,0.049665,0.049107,0.038385421
7-9-82,0.050781,0.050781,128419200,0.051339,0.050781,0.039693926
